-1.549550894259761780e+00,1.244326591242111313e+00,-1.156417277605961136e-01,7.918297822666997554e-01,3.245785273445576657e-01,-7.710993337383748036e-01,-1.185994328334942782e+00,6.345288228749915160e-02,-2.204173446222203181e-01,3.583096269076909701e-01,-1.480711526487845930e-01,-4.422540517393632742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.549550894259761780e+00,1.244326591242111313e+00,-1.156417277605961136e-01,7.918297822666997554e-01,3.245785273445576657e-01,-7.710993337383748036e-01,-1.185994328334942782e+00,6.345288228749915160e-02,-2.204173446222203181e-01,3.583096269076909701e-01,-1.480711526487845930e-01,-4.422540517393632742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.549550894259761780e+00,1.244326591242111313e+00,-1.156417277605961136e-01,7.918297822666997554e-01,3.245785273445576657e-01,-7.710993337383748036e-01,-1.185994328334942782e+00,6.345288228749915160e-02,-2.204173446222203181e-01,3.583096269076909701e-01,-1.480711526487845930e-01,-4.422540517393632742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.549550894259761780e+00,1.244326591242111313e+00,-1.156417277605961136e-01,7.918297822666997554e-01,3.245785273445576657e-01,-7.710993337383748036e-01,-1.185994328334942782e+00,6.345288228749915160e-02,-2.204173446222203181e-01,3.583096269076909701e-01,-1.480711526487845930e-01,-4.422540517393632742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-1.549550894259761780e+00,1.244326591242111313e+00,-1.156417277605961136e-01,7.918297822666997554e-01,3.245785273445576657e-01,-7.710993337383748036e-01,-1.185994328334942782e+00,6.345288228749915160e-02,-2.204173446222203181e-01,3.583096269076909701e-01,-1.480711526487845930e-01,-4.422540517393632742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.496547328882922287e-02,-2.539895949057068697e-02,5.023035224567469134e-03,8.207749183353745676e-03,2.324122926424965088e-04,2.047030231834987002e-02,2.291298065171210215e-03,9.515299876247282698e-03,-3.099353916051584851e-03,1.150643900492017042e-02,-2.509566115812332781e-03,1.552455821890774690e-02
-1.549550894259761780e+00,1.244326591242111313e+00,-1.156417277605961136e-01,7.918297822666997554e-01,3.245785273445576657e-01,-7.710993337383748036e-01,-1.185994328334942782e+00,6.345288228749915160e-02,-2.204173446222203181e-01,3.583096269076909701e-01,-1.480711526487845930e-01,-4.422540517393632742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.835594448920143118e-02,-5.577595004859532690e-02,9.464045806664777433e-03,1.908763871990382111e-02,3.163505582052257570e-03,4.836097495968991883e-02,1.548299028615745566e-02,2.396086491761039577e-02,1.408787655851303708e-02,3.149968220613076630e-02,1.271922302585284589e-02,5.021269784642505563e-02
-1.549550894259761780e+00,1.244326591242111313e+00,-1.156417277605961136e-01,7.918297822666997554e-01,3.245785273445576657e-01,-7.710993337383748036e-01,-1.185994328334942782e+00,6.345288228749915160e-02,-2.204173446222203181e-01,3.583096269076909701e-01,-1.480711526487845930e-01,-4.422540517393632742e-01,1.248273664441461178e-01,-1.269947974528534418e-01,2.511517612283734741e-02,4.103874591676872491e-02,1.162061463212482517e-03,1.023515115917493501e-01,1.145649032585605021e-02,4.757649938123641176e-02,-1.549676958025792382e-02,5.753219502460085039e-02,-1.254783057906166434e-02,7.762279109453873449e-02,7.864039350264992456e-02,-7.846673011729132785e-02,1.795882725169553953e-02,2.585012448122778195e-02,2.050476855784398589e-02,1.007727224250863640e-01,6.100727498346403266e-02,3.740809681820513738e-02,1.026011365400173181e-01,3.718948351339479430e-02,8.366171294083493692e-02,8.445174069188945976e-02
-1.549550894259761780e+00,1.244326591242111313e+00,-1.156417277605961136e-01,7.918297822666997554e-01,3.245785273445576657e-01,-7.710993337383748036e-01,-1.185994328334942782e+00,6.345288228749915160e-02,-2.204173446222203181e-01,3.583096269076909701e-01,-1.480711526487845930e-01,-4.422540517393632742e-01,2.793660392239340484e-01,-2.153823515165499136e-01,3.476264097190521346e-02,7.491882064113473960e-02,1.523649717865504551e-02,1.906291190025748983e-01,7.168670626785925148e-02,9.601607489743377299e-02,7.818776758269414817e-02,1.287323135183534029e-01,6.987003041879506771e-02,2.122520936848558970e-01,4.343013865643563509e-02,-7.080567288055640562e-02,1.350116649676617007e-02,1.392078339311629033e-02,5.994372574762646400e-02,9.695622039477670706e-02,1.178878937480504902e-01,4.439569085734372533e-02,1.096219253427083845e-01,9.517477247877514923e-02,1.034123160387509233e-01,1.160261323641922360e-01
-9.254140620390312044e-01,6.093526039778440762e-01,9.934152853590630383e-03,9.970235118505433869e-01,3.303888346606200788e-01,-2.593417757796280809e-01,-1.128711876705662531e+00,3.013353791936811965e-01,-2.979011925235099389e-01,6.459706020306952290e-01,-2.108103055440929130e-01,-5.414009626666959479e-02,2.535189479012825986e-01,-2.846424748281816686e-01,7.241281577252509094e-02,9.179121208557153300e-02,9.490559419989240408e-02,4.085490526241444265e-01,2.691930217833905514e-01,1.390324466423088212e-01,4.739117989087395233e-01,1.215812608077972562e-01,3.833735494947771438e-01,3.161326566170193919e-01,-3.829127907783189816e-02,-2.443834841584186304e-02,-7.676484304250108255e-05,-1.063375306056918781e-02,7.906144244589671799e-02,8.240645896882088650e-02,1.389450307057912837e-01,2.923721749292440553e-02,7.966177512858771403e-02,9.120888342356421596e-02,6.203877337675393899e-02,1.231915893232571613e-01
-4.647891142504568807e-01,4.849018272914953354e-01,-4.616463208163433009e-03,1.063827020680451652e+00,3.978558595798016850e-01,-7.383251770487367360e-02,-8.562020228102866781e-01,4.245920083215769525e-01,2.092634172418952332e-01,8.581407069379558550e-01,2.326485758928449055e-01,4.249494389485693469e-01,1.528049025536099281e-01,-2.752045257151178870e-01,4.385701265898698381e-02,4.422768388118004934e-02,2.528468623697923690e-01,3.316823314576859971e-01,4.605712030114851308e-01,1.762504806561824011e-01,3.034053424690432155e-01,4.438493295022775120e-01,3.191008901568351819e-01,4.608757290597209066e-01,-9.522951109927538238e-02,1.546491940503817199e-02,-9.828271841953637421e-04,-1.789815487845282729e-02,5.036890726673611679e-02,6.473124555675856262e-02,8.096078045332084916e-02,1.865314193598475306e-02,6.604324403698175541e-03,1.938129083275813569e-02,-3.328791792672990829e-02,9.819574910161597836e-02
